"Jahr";"Stadtteil zus.";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtraum";"Baujahrgr-18-45-69-90-";"Gebäudeart";"Anzahl Wohnungen";"Anzahl leerstehende Wohnungen"
"1999";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1946 - 1969";"Mehrfamilienhaus";16;9
"1999";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1970 - 1990";"Eigenheim";43;1
"1999";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1970 - 1990";"Mehrfamilienhaus";9;2
"1999";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"ab 1991";"Eigenheim";57;5
"1999";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"ab 1991";"Mehrfamilienhaus";523;113
"1999";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";" bis 1918";"Eigenheim";513;58
"1999";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";" bis 1918";"Mehrfamilienhaus";1902;683
"1999";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1919 - 1945";"Eigenheim";770;31
"1999";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1919 - 1945";"Mehrfamilienhaus";860;237
"1999";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1946 - 1969";"Eigenheim";144;4
"1999";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1946 - 1969";"Mehrfamilienhaus";45;6
"1999";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1970 - 1990";"Eigenheim";187;2
"1999";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"ab 1991";"Eigenheim";133;5
"1999";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"ab 1991";"Mehrfamilienhaus";741;186
"1999";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";" bis 1918";"Eigenheim";359;41
"1999";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";" bis 1918";"Mehrfamilienhaus";409;156
"1999";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1919 - 1945";"Eigenheim";246;9
"1999";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1919 - 1945";"Mehrfamilienhaus";87;30
"1999";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1946 - 1969";"Eigenheim";75;4
"1999";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1946 - 1969";"Mehrfamilienhaus";87;8
"1999";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1970 - 1990";"Eigenheim";41;1
"1999";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1970 - 1990";"Mehrfamilienhaus";18;4
"1999";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"ab 1991";"Eigenheim";97;4
"1999";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"ab 1991";"Mehrfamilienhaus";162;35
"1999";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";" bis 1918";"Eigenheim";223;7
"1999";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";" bis 1918";"Mehrfamilienhaus";148;44
"1999";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1919 - 1945";"Eigenheim";160;1
"1999";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1919 - 1945";"Mehrfamilienhaus";56;11
"1999";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1946 - 1969";"Eigenheim";59;5
"1999";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1946 - 1969";"Mehrfamilienhaus";1;0
"1999";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1970 - 1990";"Eigenheim";52;1
"1999";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1970 - 1990";"Mehrfamilienhaus";27;1
"1999";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"ab 1991";"Eigenheim";506;23
"1999";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"ab 1991";"Mehrfamilienhaus";1645;349
"1999";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";" bis 1918";"Eigenheim";166;13
"1999";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";" bis 1918";"Mehrfamilienhaus";92;40
"1999";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1919 - 1945";"Eigenheim";112;4
"1999";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1919 - 1945";"Mehrfamilienhaus";61;17
"1999";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1946 - 1969";"Eigenheim";54;3
"1999";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1946 - 1969";"Mehrfamilienhaus";11;7
"1999";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1970 - 1990";"Eigenheim";79;0
"1999";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1970 - 1990";"Mehrfamilienhaus";5;1
"1999";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"ab 1991";"Eigenheim";524;12
"1999";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"ab 1991";"Mehrfamilienhaus";329;59
"1999";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";" bis 1918";"Eigenheim";491;26
"1999";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";" bis 1918";"Mehrfamilienhaus";144;34
"1999";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1919 - 1945";"Eigenheim";128;7
"1999";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1919 - 1945";"Mehrfamilienhaus";63;21
"1999";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1946 - 1969";"Eigenheim";58;1
"1999";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1946 - 1969";"Mehrfamilienhaus";27;9
"1999";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1970 - 1990";"Eigenheim";68;4
"1999";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"1970 - 1990";"Mehrfamilienhaus";34;8
"1999";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"ab 1991";"Eigenheim";327;11
"1999";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"ab 1991";"Mehrfamilienhaus";56;6
"1999";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";" bis 1918";"Eigenheim";417;64
"1999";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";" bis 1918";"Mehrfamilienhaus";2104;751
"1999";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1919 - 1945";"Eigenheim";50;2
"1999";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1919 - 1945";"Mehrfamilienhaus";445;151
"1999";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1946 - 1969";"Eigenheim";16;0
"1999";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1946 - 1969";"Mehrfamilienhaus";152;22
"1999";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1970 - 1990";"Eigenheim";21;0
"1999";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1970 - 1990";"Mehrfamilienhaus";238;21
"1999";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"ab 1991";"Eigenheim";29;12
"1999";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"ab 1991";"Mehrfamilienhaus";1414;382
"1999";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";" bis 1918";"Eigenheim";72;0
"1999";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";" bis 1918";"Mehrfamilienhaus";4527;1339
"1999";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1919 - 1945";"Eigenheim";3;1
"1999";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1919 - 1945";"Mehrfamilienhaus";581;131
"1999";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1946 - 1969";"Eigenheim";3;0
"1999";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1946 - 1969";"Mehrfamilienhaus";495;94
"1999";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1970 - 1990";"Eigenheim";3;0
"1999";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1970 - 1990";"Mehrfamilienhaus";6;1
"1999";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"ab 1991";"Eigenheim";2;0
"1999";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"ab 1991";"Mehrfamilienhaus";928;182
"1999";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";" bis 1918";"Eigenheim";11;2
"1999";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";" bis 1918";"Mehrfamilienhaus";969;335
"1999";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1919 - 1945";"Eigenheim";26;1
"1999";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1919 - 1945";"Mehrfamilienhaus";914;133
"1999";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1946 - 1969";"Eigenheim";3;0
"1999";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1946 - 1969";"Mehrfamilienhaus";2146;440
"1999";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1970 - 1990";"Eigenheim";1;0
"1999";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1970 - 1990";"Mehrfamilienhaus";1122;253
"1999";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"ab 1991";"Eigenheim";3;0
"1999";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"ab 1991";"Mehrfamilienhaus";645;184
"1999";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";" bis 1918";"Eigenheim";21;7
"1999";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";" bis 1918";"Mehrfamilienhaus";1447;501
"1999";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1919 - 1945";"Eigenheim";4;4
"1999";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1919 - 1945";"Mehrfamilienhaus";243;126
"1999";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1946 - 1969";"Eigenheim";13;1
"1999";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1946 - 1969";"Mehrfamilienhaus";3192;406
"1999";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1970 - 1990";"Mehrfamilienhaus";30;2
"1999";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"ab 1991";"Eigenheim";3;0
"1999";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"ab 1991";"Mehrfamilienhaus";1586;336
"1999";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";" bis 1918";"Eigenheim";34;1
"1999";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";" bis 1918";"Mehrfamilienhaus";637;244
"1999";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"1919 - 1945";"Eigenheim";40;1
"1999";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"1919 - 1945";"Mehrfamilienhaus";1508;439
"1999";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"1946 - 1969";"Eigenheim";2;1
"1999";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"1946 - 1969";"Mehrfamilienhaus";1756;138
"1999";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"1970 - 1990";"Eigenheim";16;0
"1999";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"1970 - 1990";"Mehrfamilienhaus";1487;126
"1999";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"ab 1991";"Eigenheim";49;7
"1999";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"ab 1991";"Mehrfamilienhaus";1102;195
"1999";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";" bis 1918";"Eigenheim";71;13
"1999";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";" bis 1918";"Mehrfamilienhaus";488;201
"1999";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"1919 - 1945";"Eigenheim";128;5
"1999";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"1919 - 1945";"Mehrfamilienhaus";2094;570
"1999";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"1946 - 1969";"Eigenheim";16;0
"1999";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"1946 - 1969";"Mehrfamilienhaus";988;147
"1999";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"1970 - 1990";"Eigenheim";9;0
"1999";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"1970 - 1990";"Mehrfamilienhaus";3440;197
"1999";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"ab 1991";"Eigenheim";14;2
"1999";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"ab 1991";"Mehrfamilienhaus";471;85
"1999";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";" bis 1918";"Eigenheim";54;6
"1999";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";" bis 1918";"Mehrfamilienhaus";664;200
"1999";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"1919 - 1945";"Eigenheim";231;19
"1999";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"1919 - 1945";"Mehrfamilienhaus";2040;262
"1999";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"1946 - 1969";"Eigenheim";22;1
"1999";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"1946 - 1969";"Mehrfamilienhaus";1586;283
"1999";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"1970 - 1990";"Eigenheim";23;0
"1999";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"1970 - 1990";"Mehrfamilienhaus";1931;170
"1999";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"ab 1991";"Eigenheim";11;2
"1999";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"ab 1991";"Mehrfamilienhaus";567;136
"1999";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";" bis 1918";"Eigenheim";37;6
"1999";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";" bis 1918";"Mehrfamilienhaus";736;252
"1999";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";"1919 - 1945";"Eigenheim";65;2
"1999";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";"1919 - 1945";"Mehrfamilienhaus";1616;368
"1999";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";"1946 - 1969";"Eigenheim";9;0
"1999";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";"1946 - 1969";"Mehrfamilienhaus";787;98
"1999";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";"1970 - 1990";"Eigenheim";7;0
"1999";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";"1970 - 1990";"Mehrfamilienhaus";3718;254
"1999";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";"ab 1991";"Eigenheim";52;1
"1999";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";"ab 1991";"Mehrfamilienhaus";215;61
"1999";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";" bis 1918";"Eigenheim";137;11
"1999";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";" bis 1918";"Mehrfamilienhaus";1044;326
"1999";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";"1919 - 1945";"Eigenheim";137;5
"1999";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";"1919 - 1945";"Mehrfamilienhaus";2163;491
"1999";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";"1946 - 1969";"Eigenheim";10;1
"1999";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";"1946 - 1969";"Mehrfamilienhaus";275;12
"1999";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";"1970 - 1990";"Eigenheim";42;0
"1999";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";"1970 - 1990";"Mehrfamilienhaus";755;55
"1999";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";"ab 1991";"Eigenheim";34;1
"1999";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";"ab 1991";"Mehrfamilienhaus";1938;269
"1999";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";" bis 1918";"Eigenheim";245;26
"1999";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";" bis 1918";"Mehrfamilienhaus";920;285
"1999";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";"1919 - 1945";"Eigenheim";758;33
"1999";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";"1919 - 1945";"Mehrfamilienhaus";481;167
"1999";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";"1946 - 1969";"Eigenheim";116;14
"1999";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";"1946 - 1969";"Mehrfamilienhaus";2;0
"1999";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";"1970 - 1990";"Eigenheim";136;2
"1999";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";"1970 - 1990";"Mehrfamilienhaus";2;0
"1999";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";"ab 1991";"Eigenheim";279;15
"1999";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";"ab 1991";"Mehrfamilienhaus";1161;176
"1999";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";" bis 1918";"Eigenheim";114;6
"1999";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";" bis 1918";"Mehrfamilienhaus";707;318
"1999";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";"1919 - 1945";"Eigenheim";76;6
"1999";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";"1919 - 1945";"Mehrfamilienhaus";366;99
"1999";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";"1946 - 1969";"Eigenheim";2;1
"1999";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";"1946 - 1969";"Mehrfamilienhaus";112;9
"1999";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";"1970 - 1990";"Eigenheim";1;0
"1999";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";"1970 - 1990";"Mehrfamilienhaus";2098;263
"1999";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";"ab 1991";"Eigenheim";20;1
"1999";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";"ab 1991";"Mehrfamilienhaus";239;58
"1999";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";" bis 1918";"Eigenheim";7;0
"1999";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";" bis 1918";"Mehrfamilienhaus";38;12
"1999";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"1919 - 1945";"Eigenheim";3;0
"1999";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"1919 - 1945";"Mehrfamilienhaus";412;121
"1999";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"1946 - 1969";"Eigenheim";30;0
"1999";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"1946 - 1969";"Mehrfamilienhaus";363;21
"1999";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"1970 - 1990";"Eigenheim";2;0
"1999";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"1970 - 1990";"Mehrfamilienhaus";3166;511
"1999";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"ab 1991";"Mehrfamilienhaus";12;10
"1999";"72 Prohlis-Süd";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";" bis 1918";"Mehrfamilienhaus";4;0
"1999";"72 Prohlis-Süd";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"1946 - 1969";"Mehrfamilienhaus";4;0
"1999";"72 Prohlis-Süd";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"1970 - 1990";"Eigenheim";2;0
"1999";"72 Prohlis-Süd";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"1970 - 1990";"Mehrfamilienhaus";5385;798
"1999";"73 Niedersedlitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";" bis 1918";"Eigenheim";176;5
"1999";"73 Niedersedlitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";" bis 1918";"Mehrfamilienhaus";527;195
"1999";"73 Niedersedlitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"1919 - 1945";"Eigenheim";439;6
